expAB_z;i;q_r;modelFlux_r;expAB_i;expRad_u;q_g;psfMag_z;dec;psfMag_r;type
0.05;20.92731;0.1313871;2.404165;0.650022;0.02223287;0.2258394;22.45353;-7.76720096527861;21.76634;galaxy
0.05;21.15633;-0.001156711;1.677527;0.8734249;0.003523674;-0.04084739;22.13794;0.74237449447153;22.3864;galaxy
0.5489513;21.1651;-0.2206706;2.64434;0.7172163;2.805337;-0.07736272;21.49803;-0.953605633138137;22.05942;galaxy
0.16028;21.71831;0.0127995;1.415523;0.2596633;2.150168e-4;1.08166;21.57188;-0.60165268607423;22.87914;galaxy
0.05;21.80379;-0.1644961;1.787915;0.2177295;24.63871;0.09005371;21.80844;0.320728217193941;22.03388;galaxy
0.9997936;19.99333;-0.1697274;3.789974;0.6609875;1.48287;-0.3428053;20.53334;-0.0036994206410042;22.25692;galaxy
0.1520284;21.80636;0.1344454;0.6827294;0.4876591;0.3021621;0.3277297;21.78726;-0.518574078909732;22.86608;galaxy
0.05;22.25085;0.09704904;1.36465;0.06959759;0.6727709;0.1161352;21.88595;14.421868121544;22.33101;galaxy
0.06465322;21.68604;-0.120571;1.823691;0.2001688;8.721833e-4;0.04830655;21.37808;-0.947837369280243;22.13596;galaxy
0.05;21.94527;-0.06743626;1.506113;0.9999579;0.6181283;0.0296389;22.29644;-0.756150110395694;22.22478;galaxy
0.5492433;19.88815;-0.03165422;7.818488;0.7864597;0.4383105;-0.0481994;19.66278;1.22865175874437;20.4882;galaxy
0.1251236;20.80443;-0.07695349;2.233338;0.4021752;0.4724113;-0.2875667;20.32183;0.61801427758811;21.68337;galaxy
0.4850249;19.86436;-0.05007316;9.102203;0.8124589;1.416129;-0.00759492;20.69133;0.0728814148544448;21.26126;galaxy
0.1499875;20.47491;0.1266151;2.775667;0.05;2.737724e-4;-0.1937179;20.56409;-0.283462365060978;21.53367;galaxy
0.05;21.57533;-0.09667516;1.400045;0.2839659;2.197682;0.007289778;20.88888;-0.888182793576802;22.22405;galaxy
0.09992013;21.63231;0.09401353;1.423571;0.05;0.3042552;0.06561576;22.04563;1.00777364163024;22.37602;galaxy
0.05894586;21.26513;0.03547265;2.513855;0.05;0.002027914;-0.2692399;21.12305;-1.19610013406501;22.19623;galaxy
0.05;20.78286;-0.001944042;1.523478;0.159119;2.814109;-0.2345894;20.84675;0.396280527692766;22.33315;galaxy
0.05;20.47758;-0.008596417;2.259781;0.08263747;0.01299544;0.4196905;23.04663;49.230969248576;21.61995;galaxy
0.09990955;21.69518;-0.04285618;1.569306;0.05371226;1.174558;0.3001691;21.47807;-0.90178307990379;22.10433;galaxy
0.526398;20.41092;-1.278801e-5;4.2443;0.5903306;0.9125429;-0.1413192;19.99558;0.357076260547342;21.14408;galaxy
0.05;22.16694;0.07355973;0.9069302;0.1911591;43.16777;-0.06705014;21.52608;0.728429866508917;22.563;galaxy
0.05;20.37831;-0.07984653;3.594667;0.0542135;6.590264;-0.04503412;19.9867;0.384716457602185;21.35243;galaxy
0.2499657;21.72516;-0.1332574;1.096424;0.6061218;7.166684;-0.163688;21.64024;-0.107345397462274;22.71783;galaxy
0.152705;20.4264;-0.01342816;3.117631;0.6770651;0.9110934;-0.2585627;20.64474;-4.64045528472484;21.61731;galaxy
0.06343484;20.8885;0.1522487;2.708016;0.6501324;0.001306531;-0.05706504;21.60765;-0.169121630440409;22.13711;galaxy
0.05147846;21.88221;-0.1263838;0.6086307;0.07666662;0.7413644;-0.5546055;21.56022;0.380135505608133;22.98528;galaxy
0.05;21.53454;-0.06699091;1.582302;0.4048611;41.70535;0.1498038;21.83871;-1.14788216891138;22.55314;galaxy
0.05;21.88327;0.1327783;1.581403;0.05;6.494845;-0.02609185;21.88826;0.624555104474656;22.34081;galaxy
0.8177557;18.53919;0.01132907;23.25817;0.9254993;2.388186;0.05222605;19.38597;-0.0716961984405895;20.1721;galaxy
0.07796085;20.54375;0.0253211;3.889883;0.3291028;0.009380931;0.1507589;21.24716;0.200843139339264;21.83808;galaxy
0.596839;20.71032;0.09982378;3.529186;0.2335445;0.02266032;0.1587937;20.72336;-0.330007715667856;21.62062;galaxy
0.08658654;21.17206;0.04307189;2.409177;0.4216024;0.2060602;0.03244798;20.95538;-1.14476672546951;21.7695;galaxy
0.2192172;20.79675;0.1488324;3.469803;0.4277212;1.067588;0.2239476;21.20603;-0.116901457208154;21.62194;galaxy
0.2499868;20.87847;0.2787432;3.534218;0.2099704;3.280577;0.3705824;21.69206;-0.282724438331592;22.32695;galaxy
0.2706453;19.95754;-0.09402825;4.984779;0.4283799;4.246841;-0.2009385;19.84651;0.972865844698425;21.22201;galaxy
0.05;21.55652;-0.09880377;0.9645652;0.1248873;0.8813462;10.47569;21.15219;0.385511836603451;22.50744;galaxy
0.05;21.31531;-0.1374643;1.860043;0.05;0.7319005;-0.343962;21.96933;4.47309598342333;21.87601;galaxy
0.2000024;20.46346;0.08503596;3.473281;0.09608603;59.34298;0.1294761;20.50638;-0.41952062879553;21.62163;galaxy
0.05449844;21.24541;-0.1594948;2.336366;0.649981;0.3789172;-0.05887295;21.77875;-0.588990598081602;21.95553;galaxy
0.8208343;19.5156;-0.004343965;13.83737;0.9386277;0.2780196;0.02056011;19.4374;-0.701388504241793;19.90291;galaxy
0.05;21.56621;-0.03929551;2.339976;0.08532511;2.904987e-6;0.7090073;21.26384;-1.03989633391018;21.82984;galaxy
0.05;20.47316;-0.02411133;3.469111;0.9907176;2.700823e-6;-0.02263524;20.0614;0.96781090468391;21.25026;galaxy
0.3041494;20.46285;0.01468568;2.227124;0.5182352;59.3182;0.1035091;20.51941;-1.23924187001224;22.15439;galaxy
0.2001731;20.8387;-0.170044;3.207695;0.9998935;12.97477;0.43527;21.67573;0.56928031945252;22.17271;galaxy
0.05;20.56899;0.0472664;3.26258;0.05;19.12849;-0.2024666;20.63805;-0.423489316666083;22.06758;galaxy
0.2992897;18.94733;7.880498;21.06165;0.4559374;59.31711;-1.180326;21.39213;0.441496647984295;22.52065;galaxy
0.05012426;21.69049;-0.2962964;1.083652;0.4670945;2.491585e-4;-0.4602199;21.48488;-0.0923914672043684;22.78937;galaxy
0.6073478;19.15438;-0.02813455;14.94427;0.6743897;4.608665;-0.07581837;19.76816;12.2530512005303;20.63324;galaxy
0.05;20.72744;-0.05439774;3.686966;0.8494747;1.531522;0.01053996;21.0271;-0.0592248815706925;22.03477;galaxy
0.05;21.84929;0.2203936;1.059603;0.2162979;2.198077;0.01059706;21.67662;0.344018395839971;22.74953;galaxy
0.05;21.22941;0.07878767;1.440242;0.2524177;4.248361;0.5145107;21.82996;-0.133087128333863;22.64728;galaxy
0.05;19.70673;-0.7708406;15.27381;0.05;0.01439883;0.03940597;19.39515;54.2032701055398;21.70872;galaxy
0.09594237;20.39561;0.01342602;4.277026;0.3600467;10.74075;-0.07688217;19.97345;-1.08430957331516;20.97993;galaxy
0.1475008;21.51474;0.07825845;1.329381;0.08652989;10.23359;-0.02579855;21.33583;-0.063935606706826;22.56611;galaxy
0.05004279;21.13516;0.2165326;1.824092;0.1758433;0.001829674;0.01298101;21.77768;0.359019214044223;22.54118;galaxy
0.5533006;21.01855;-0.01032566;1.319222;0.371904;0.7324488;0.06623887;20.470580000000002;-0.289237572483684;22.46946;galaxy
0.9999319;21.99282;-0.2310358;1.264357;0.8062379;1.765577;0.2152332;21.58073;-0.500999697616032;22.57327;galaxy
0.1751832;19.58359;-0.1644802;12.41346;0.5665911;1.060314;-0.0632697;20.09041;-0.359041673692139;20.4386;galaxy
0.8963856;20.5757;-0.1177587;1.87194;0.9963819;8.212752;-0.06881755;20.45489;0.973184116443094;22.24758;galaxy
0.09996866;22.38269;-0.2043918;0.9524613;0.1585689;1.952121;-0.02929328;23.04382;-0.0058225099505022;22.82195;galaxy
0.05;21.41513;-0.1293875;1.601383;0.3499433;8.029455;0.07438882;21.59831;0.697438548152351;22.70445;galaxy
0.231994;21.95515;0.05710229;1.25627;0.05;0.03521946;-0.2947575;22.33196;-1.05615933021593;22.35993;galaxy
0.05;22.15582;-0.1136145;1.291618;0.05;0.1560436;0.07258365;22.07308;-1.20713655528542;22.2915;galaxy
0.4478975;19.18601;-0.01469246;11.96536;0.7166339;2.737337;0.0718969;19.33107;14.3773714918641;20.26843;galaxy
0.4541271;21.27073;-0.1709879;1.657896;0.3108273;54.0447;-0.113805;21.87309;-0.682951516774119;22.48393;galaxy
0.1499966;21.13766;0.01394145;3.150081;0.1741036;2.0711;-0.105306;20.9588;0.0895521781082092;21.56777;galaxy
0.05;20.53364;0.0882717;4.837405;0.7314588;4.247579;-0.4231427;21.18134;-0.383476538859574;22.02943;galaxy
0.5014918;20.57455;0.09810624;3.413862;0.4667898;3.819442;0.4151405;20.48386;0.382329617936316;21.7676;galaxy
0.05;21.02747;-0.090917510000000007;3.035238;0.3542346;59.33719;-0.1134255;20.75279;-0.192997368861019;21.77984;galaxy
0.334298;22.01308;-0.1811028;0.786145;0.325328;5.790666;-0.1342124;22.01523;0.683960238522496;22.81557;galaxy
0.1075341;21.41323;0.1735604;1.640861;0.1483312;1.601699;0.2694955;21.31402;0.00242198693839;22.23827;galaxy
0.1015424;20.78519;-0.1330576;2.611126;0.4218746;52.5613;0.116423;21.34098;1.16976090571716;22.47844;galaxy
0.06195005;20.83312;-0.01243342;3.574862;0.05;0.01642055;-0.1214552;23.32857;-0.431593823998162;21.8061;galaxy
0.05;20.95359;0.09830052;2.350629;0.3500226;5.29197;0.06586297;21.33343;0.308976620167173;22.18899;galaxy
0.05;22.11328;0.2556456;1.335239;0.1699534;15.88012;-0.1703059;21.61609;14.1959797035106;22.60029;galaxy
0.05;19.98081;0.2277007;6.37862;0.2521954;17.68749;0.3748693;20.28621;-0.393295869226281;21.4618;galaxy
0.05;22.15587;-0.03829776;1.597632;0.330907;47.7753;-0.09520264;22.73613;-0.719447510096354;22.51485;galaxy
0.1133134;21.05112;0.1119827;1.958185;0.1136161;5.088023;0.4175754;21.91061;-0.245690986360022;22.78739;galaxy
0.05;21.05187;0.03714223;1.743972;0.05;0.01372615;0.08148217;21.02594;-0.813314932759146;22.23518;galaxy
0.05;22.02014;0.1016269;0.9051166;0.05;17.24594;0.4554354;22.63176;0.810919375396477;22.77687;galaxy
0.2030906;18.46553;-0.4528182;19.66953;0.164281;4.541908;-0.4507831;18.76451;1.34886318737819;20.2875;galaxy
0.21264;21.26509;0.3086962;2.959732;0.05;4.136734;0.6410498;21.81666;14.7300428258172;22.13419;galaxy
0.05;20.76771;-0.07573539;1.912985;0.3914319;5.556125e-4;-0.3418147;21.34379;0.356775415032759;22.3574;galaxy
0.05;22.41233;-0.2276544;1.412664;0.05;0.5254337;-0.118508;22.45223;0.743767755523163;22.63879;galaxy
0.7087122;20.27407;-0.5369443;1.828612;0.2334864;32.10887;-0.05919147;19.7822;1.06509035556233;22.38321;galaxy
0.4246289;19.90431;-0.03136015;4.940897;0.8220978;7.149117;0.07498378;20.91504;0.141755166222685;21.72088;galaxy
0.2000234;21.77571;-0.03848609;1.778406;0.07466645;7.372216;-0.2711011;21.84542;0.443126752219664;21.91287;galaxy
0.1499696;20.63993;0.01505182;3.925547;0.6696159;2.50608;0.02203657;21.23978;0.784835425658708;21.97853;galaxy
0.9997825;19.84966;-0.05865954;7.674652;0.8377828;1.41605;-0.0993344;20.74848;0.328138886414806;21.49365;galaxy
0.6591143;21.43003;-0.160088;1.949928;0.5687881;0.453592;-0.02553776;21.21319;0.527538784993827;22.11977;galaxy
0.3487651;21.50538;0.0014517760000000001;1.390884;0.05628701;1.116303;0.2180833;22.39407;-0.0422221489322322;22.58361;galaxy
0.2000509;20.2284;0.3470772;8.12711;0.3623652;2.542293;0.2034162;21.56958;-0.168071089239975;21.69535;galaxy
0.812431;20.38827;0.08214319;2.710642;0.7936019;9.231063e-5;0.5327986;20.29109;-0.924153138660118;21.8037;galaxy
0.05;21.84926;0.03535053;1.186906;0.2033826;0.002197593;2.992469;21.11348;-0.963203568447618;22.38933;galaxy
0.05;21.51407;-0.09289429;1.860422;0.4701521;1.764262;-0.07846903;22.09968;0.249487917915322;22.52434;galaxy
0.05;20.92093;0.2536469;3.133058;0.366927;6.45545;0.03924357;21.28782;0.744791301183282;22.11592;galaxy
0.6006077;20.61233;-0.06892706;3.651281;0.5291697;6.109711e-4;-0.1371728;20.13802;0.101976725761145;21.26833;galaxy
0.05;22.14442;-0.1677037;0.8960262;0.09451718;2.737318;-0.07935607;22.48537;0.516330712982373;22.93631;galaxy
0.7472861;19.55324;-0.1063362;7.883767;0.7518451;31.88809;-0.06688196;19.75631;12.2499569559601;21.15822;galaxy
0.05;21.39591;-0.2476915;1.62966;0.5000136;14.79092;-0.2082732;21.35201;0.194783783402284;22.64304;galaxy
0.5997914;20.99361;-0.1319189;2.196871;0.4738195;2.790089;-0.2615772;20.9564;0.699055624513522;22.26649;galaxy
0.6674147;18.97688;-0.1719614;13.67405;0.9114662;59.35776;-0.1985246;19.18329;-4.79837430516666;20.29019;galaxy
0.6223997;23.17965;0.09394528;0.7679141;0.05;0.732742;-0.28453;23.67319;-0.185959646708625;23.01528;galaxy
0.06333279;22.65184;-0.146603;1.039433;0.5455915;10.67467;-0.2343388;22.0458;0.767602276512532;22.74339;galaxy
0.05;20.74908;-0.08244146;3.275474;0.4721306;59.33327;-0.1478016;20.54841;0.90419656719302;21.50825;galaxy
0.2098818;20.34215;-0.001409913;5.157932;0.7148274;0.6062158;0.04508339;20.70758;-0.888592744543435;21.07898;galaxy
0.7804739;18.65027;0.01631086;17.34262;0.8946642;15.87808;0.04818057;19.00712;-0.829472609342366;20.15708;galaxy
0.05;19.91616;0.01954092;6.572228;0.7768877;0.001811182;0.08115966;19.7402;14.1159156057932;20.6013;galaxy
0.05;21.6572;0.01334804;1.515013;0.05;0.05491742;-0.5598298;22.09651;-0.900762844717943;22.50542;galaxy
0.05;20.64;0.05907391;4.749468;0.361027;2.737647;0.04553926;20.49348;12.6830778388391;21.17268;galaxy
0.05611986;19.99007;0.1140763;8.698046;0.4304279;0.3686029;0.02330928;20.36324;0.703175343946668;20.68358;galaxy
0.1999966;21.95374;-0.06077454;2.725325;0.5109279;2.249222;0.1608155;21.90399;0.806446284556464;22.44093;galaxy
0.05;21.66262;0.1596569;1.02108;0.177264;0.003755623;-4.081823e-4;21.87198;0.206395883725934;22.49964;galaxy
0.05;21.76541;-0.09960295;2.291944;0.05;7.081395;0.1873945;23.80195;-7.15770933821663;22.38014;galaxy
0.05;20.86599;-0.09717976;3.215814;0.7235958;8.485599;-0.1195582;20.84617;14.5275655852466;21.69743;galaxy
0.05;20.84822;0.06773204;2.886714;0.5438051;0.729017;0.07420612;20.7783;-1.16494570466555;21.81937;galaxy
0.1053904;22.3831;-0.06229887;2.320435;0.05;0.2119305;0.4388146;21.52202;1.04493729494294;22.26333;galaxy
0.07398113;19.48532;0.1396722;9.227828;0.09571967;1.691057;-0.7810089;21.6041;-1.04363989818359;23.47038;galaxy
0.05;21.87352;0.05241313;1.32935;0.5870378;12.7438;-0.3153919;21.56309;0.32112583465694;22.34442;galaxy
0.05871053;21.18434;0.02676362;1.870748;0.09690066;0.0434818;-0.05054193;21.44615;0.916639032209368;22.35087;galaxy
0.05;21.73121;0.03657849;1.487488;0.4500991;2.740425;0.1062641;22.39119;-0.325372225025839;22.45687;galaxy
0.3139648;21.84303;0.1694894;1.388112;0.0719261;3.410259;0.6954684;22.14824;-0.0858980218884928;22.4141;galaxy
0.05;20.38935;0.1580703;4.177174;0.1863478;30.68901;0.3242204;20.5597;0.57853423780111;21.66625;galaxy
0.09688551;21.18599;0.007138365;2.625206;0.09685964;0.9509639;-0.02550364;20.99764;0.538526131037513;21.85493;galaxy
0.05;21.10951;-0.05208835;2.194076;0.3871694;2.788104;0.1383125;20.7389;0.827783685875548;21.72461;galaxy
0.05032726;21.2312;-0.1559868;2.704609;0.5866872;0.008532149;-0.09476078;21.68027;0.411693733049133;21.86155;galaxy
0.05;22.03734;0.09621301;0.9676426;0.2499856;2.393999;-0.002191867;22.2161;14.0123428593757;22.59123;galaxy
0.2184857;21.20904;-0.1344794;2.01992;0.9997922;0.5797119;-0.2164927;21.36479;0.924397870926301;21.93272;galaxy
0.2133943;20.85408;-0.01053596;2.889106;0.6831843;0.7599669;-0.003089068;21.17217;-1.07092360768416;21.84704;galaxy
0.2883319;21.07612;0.1319717;1.234791;0.09731431;0.01529814;-0.8273879;21.2882;-0.200546221052077;22.62868;galaxy
0.05;21.12822;3.959149;1.253283;0.138506;0.0316911;1.283933;20.63346;-0.279348398605407;22.5915;galaxy
0.6030786;20.54412;0.09454596;5.114363;0.5392402;2.553144e-5;0.04473396;20.94826;14.2234151473695;21.40057;galaxy
0.4392937;20.62753;-0.009445629;4.875797;0.2091725;3.477027;-0.003668236;20.94359;0.793437072694748;21.3923;galaxy
0.07965768;22.87432;-0.1508141;1.054214;0.0952941;4.226085;-0.01028354;21.76383;1.01765508240116;22.46753;galaxy
0.3001624;21.36381;0.02901479;1.211975;0.3228203;0.1573241;-0.2463665;21.19431;0.0032654402271518;22.42917;galaxy
0.1574928;20.2088;-0.1071148;6.24916;0.3923197;1.764236;-0.09438301;21.06225;-0.1431793165842;21.70813;galaxy
0.2142675;20.57434;-0.08501824;3.180899;0.2818214;3.746458;0.01777563;21.40628;0.705311573462663;22.29333;galaxy
0.06138397;21.35193;-0.02212594;1.149638;0.06624348;2.738435;-0.816637;21.31805;-1.11327128886561;22.65304;galaxy
0.05;20.73586;0.006103659;5.156788;0.6034056;1.415929;1.104246;21.71393;1.17990887076578;21.84209;galaxy
0.05;20.19911;-0.04995194;5.797104;0.4499541;5.293163;-0.193346;21.145;0.204483945633325;21.20706;galaxy
0.05;21.85516;-0.1503599;1.256997;0.05;8.204881;-0.02311296;22.3612;-0.0754490301786941;22.62111;galaxy
0.3749838;21.53587;-0.1055329;1.573608;0.1760876;1.659403;0.09700221;22.06014;0.110629427898062;22.23928;galaxy
0.05;20.81892;0.1099977;1.95601;0.6303783;3.319069e-5;0.09600223;20.97138;0.0202698968606215;22.40602;galaxy
0.2543347;21.62776;-0.01152502;1.476194;0.3500441;3.165709;-0.02171532;21.96387;-0.386960463588167;22.22436;galaxy
0.05;21.89297;-0.1360325;1.141308;0.1023588;0.2853763;0.08105039;21.89238;-0.755462787629871;22.87086;galaxy
0.3385924;19.61898;-0.1440011;4.889952;0.1623556;1.136983;0.1574849;20.86747;-0.598367066383125;22.79008;galaxy
0.09985127;21.04872;-0.8578131;3.226035;0.4798508;59.32933;0.287558;22.0096;-0.336752548640312;22.89111;galaxy
0.05;21.80893;-0.1170343;1.42617;0.09937379;10.23759;0.2884102;22.42569;13.3544272795358;22.38881;galaxy
0.3515694;19.35391;0.02472311;10.63705;0.9727778;2.716889;-0.008290611;19.7745;1.21684486167362;20.77905;galaxy
0.4882814;20.24076;0.04614505;6.072867;0.8139343;0.9125664;-0.05765129;21.03704;-0.0669949253537496;21.49611;galaxy
0.5999452;20.59808;-0.03788639;4.399862;0.4707131;1.841713;-0.03912811;20.85204;14.026182230993;21.25046;galaxy
0.05;22.069210000000002;0.2121792;2.205498;0.05;1.256239;0.5617108;22.08447;0.33681401966424;22.40614;galaxy
0.05;20.10944;0.03361493;5.902151;0.3053637;8.015902;0.02687857;20.77664;0.108513359458241;21.8455;galaxy
0.999692;22.71823;-0.2965069;0.8753823;0.08901312;0.378718;-0.001463345;22.73644;0.394135769212506;22.82321;galaxy
0.4275929;19.3347;-0.2317085;10.57029;0.5994678;1.41638;-0.3604707;19.04212;1.0063553659269;20.21178;galaxy
0.7470034;18.49235;0.041265;30.71511;0.7182109;1.193226;0.08873446;19.16386;-1.04484726198859;19.58081;galaxy
0.05;21.48346;-0.4035605;1.470205;0.4872987;5.278015;-0.5882902;22.26452;1.24134765656001;22.56342;galaxy
0.09961785;21.6636;0.0527559;0.6416519;0.2542097;2.197561;0.1502081;20.84334;0.229870940429777;22.91726;galaxy
0.5676764;22.76306;0.120378;0.9496273;0.2494531;0.001021124;0.0758777;23.32954;-0.225183138280862;22.68277;galaxy
0.05;21.51464;-0.06849746;1.658401;0.09985972;5.481531;0.1125659;21.92686;0.664213887278462;22.69782;galaxy
0.05;21.30978;-0.02932744;1.666428;0.5125048;0.03497118;-0.1789096;21.6545;0.463077419037917;22.09505;galaxy
0.082798;21.52338;-0.3071027;1.647401;0.08562979;18.91601;1.713994;20.89941;0.0819381821133441;22.25817;galaxy
0.100005;21.41184;-0.2362182;1.776242;0.5002069;0;-0.06900746;21.58937;0.982617449348303;22.55104;galaxy
0.05185085;21.10596;0.05839755;2.455593;0.6193725;0.4852045;0.07413742;21.1595;-0.451814989414085;21.85203;galaxy
0.9998313;20.31429;0.05729102;5.280714;0.760787;0.4103843;0.09134782;20.68068;-0.324461308122246;21.07366;galaxy
0.1499986;22.18339;0.1266917;0.954763;0.1167676;1.415987;0.2359044;21.7701;-0.604312603641995;22.77301;galaxy
0.4497908;21.22385;0.2601793;0.8447366;0.5997868;3.567727e-4;-1.108173;20.8953;-0.220011143087565;22.66017;galaxy
0.2502726;21.33736;0.0169299;1.100167;0.05292907;4.718747e-4;0.5413345;20.36862;-0.584969182395736;22.43037;galaxy
0.3949056;21.12266;-0.1006244;1.469105;0.09329422;2.617161;0.01031994;21.35103;0.692583639833983;22.27217;galaxy
0.1895192;19.27563;0.1252005;13.76248;0.4238771;1.973023;0.09900639;19.40721;-1.24320639336141;20.2835;galaxy
0.05;22.55652;0.02343098;1.226009;0.5600967;4.247493;0.1710925;21.98341;-0.539675627193652;22.26431;galaxy
0.05;21.9073;-0.3283632;1.434568;0.611453;2.275638;-0.3270833;21.48157;0.571583960839075;22.51415;galaxy
0.05252648;20.71834;0.1909425;2.416006;0.4187366;0.3786425;-0.07583035;20.51138;0.43016704081109;21.61423;galaxy
0.751216;20.57414;0.1466644;1.762408;0.6726748;6.594346;-0.2855788;20.3424;-0.896853500176956;22.37177;galaxy
0.05;20.51128;-0.06572315;3.066591;0.6772938;0.002057949;0.1901091;20.20869;-0.359334882325142;21.82604;galaxy
0.05;23.19208;-0.3036167;1.214684;0.5999426;2.214236;-0.5098382;22.29998;0.745337625909588;22.71035;galaxy
0.2472824;20.39432;-0.006408269;5.257031;0.9996778;1.58754e-6;0.08048512;20.73892;0.925252328909104;21.3788;galaxy
0.1499392;20.50815;-0.09022767;2.423511;0.6332005;2.378678e-4;-0.1332863;20.54373;0.396277330547237;21.85196;galaxy
0.05;21.12088;-0.004635823;2.20905;0.412533;2.323653;0.06769495;20.80477;-8.54519673753081;21.81724;galaxy
0.9962859;20.1875;-0.2131451;4.247085;0.2761866;15.8753;-0.2031487;21.62712;-0.276112095584876;22.20142;galaxy
0.6245105;21.213;-0.1444128;1.859821;0.5656812;1.781705;0.1585854;21.15064;0.402502014417772;22.37333;galaxy
0.05;21.11742;-0.04527205;2.339257;0.4967969;2.094991;-0.03717015;21.83675;-1.01567463741547;22.06247;galaxy
0.4002072;20.88986;-0.1302766;1.852427;0.5209396;47.54201;0.01351621;20.94065;0.712620133818831;22.16182;galaxy
0.09406219;20.47732;-0.09933465;3.252426;0.7774147;0.7325825;-0.07794831;20.27815;0.714129293297459;21.54958;galaxy
0.6347674;18.65625;0.01012408;23.23575;0.7858843;2.198077;0.0827594;19.29161;-0.606768077140221;20.06664;galaxy
0.9990604;22.0833;0.3358719;0.8576509;0.6290354;3.890492;0.1774486;22.83107;0.407810324145041;22.89449;galaxy
0.1883849;21.52774;0.004331498;1.908696;0.1080365;0.09959596;-0.1297514;21.27196;0.0068954053634166;21.90601;galaxy
0.05;20.85406;0.1308259;2.415838;0.2924928;2.771343;0.1945986;21.14524;0.487681642678138;22.02577;galaxy
0.1879693;21.94952;0.006091102;2.469395;0.1499785;3.408909;-0.2303369;23.08335;1.07850780956947;22.44973;galaxy
